date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2021-03-02,2021,Annual Programme 2021,411523,"Denmark, Government of",Government,DNK,2021,2021,South Sudan Humanitarian Response Plan 2021,HSSD21,1013,United Nations Population Fund,UN agency,,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-02,2021-03-02,,2500000,DKK,6.075,228376,,2021-03-03,2021-03-03
2021-03-02,2021,Annual Programme 2021,411523,"Denmark, Government of",Government,DNK,2021,2021,Sudan Humanitarian Response Plan 2021,HSDN21,1014,United Nations Population Fund,UN agency,,SDN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-02,2021-03-02,,2500000,DKK,6.075,228377,,2021-03-03,2021-03-03
2021-03-02,2021,Annual Programme 2021,164609,"Denmark, Government of",Government,DNK,2021,2021,Libya Humanitarian Response Plan 2021,HLBY21,1027,United Nations Population Fund,UN agency,,LBY,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-02,2021-03-02,,1000000,DKK,6.075,228378,,2021-03-03,2021-03-03
2021-03-02,2021,Annual programme 2021,691358,"Denmark, Government of",Government,DNK,2021,2021,,,,United Nations Population Fund,UN agency,Coordination and support services,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-02,2021-03-02,,4200000,DKK,6.075,228379,,2021-03-03,2021-03-03
2021-03-02,2021,Annual Programme 2021,4115226,"Denmark, Government of",Government,DNK,2021,2021,,,,United Nations Population Fund,UN agency,Other,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-02,2021-03-02,,25000000,DKK,6.075,228380,,2021-03-03,2021-03-03
2021-03-02,2021,Annual Programme 2021,411523,"Denmark, Government of",Government,DNK,2021,2021,Afghanistan Humanitarian Response Plan 2021,HAFG21,1031,United Nations Population Fund,UN agency,,AFG,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-02,2021-03-02,,2500000,DKK,6.075,228381,,2021-03-03,2021-03-03
2021-03-01,2021,Annual Programme 2021,443234,"Denmark, Government of",Government,DNK,2021,2021,,,,CARITAS,NGO,,NER,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-01,2021-03-01,,2692646,DKK,6.075,228339,2017-12401,2021-03-02,2021-03-02
2021-03-01,2021,Annual Programme 2021,531881,"Denmark, Government of",Government,DNK,2021,2021,,,,CARITAS,NGO,,UGA,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-01,2021-03-01,,3231175,DKK,6.075,228340,2017-12401,2021-03-02,2021-03-02
2021-03-01,2021,Annual Programme 2021,1329702,"Denmark, Government of",Government,DNK,2021,2021,,,,CARITAS,NGO,,JOR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-01,2021-03-01,,8077939,DKK,6.075,228341,2017-12401,2021-03-02,2021-03-02
2021-03-01,2021,Annual programme 2021,620528,"Denmark, Government of",Government,DNK,2021,2021,Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2021,RBGD21,1023,CARITAS,NGO,,BGD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-01,2021-03-01,,3769705,DKK,6.075,228342,2017-12401,2021-03-02,2021-06-29
2021-03-01,2021,Annual Programme 2021,181903,"Denmark, Government of",Government,DNK,2021,2021,,,,CARITAS,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-01,2021-03-01,,1105062,DKK,6.075,228343,2017-12401,2021-03-02,2021-03-02
2021-03-01,2021,Annual Programme 2021,136516,"Denmark, Government of",Government,DNK,2021,2021,,,,CARITAS,NGO,Other,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-01,2021-03-01,,829335,DKK,6.075,228344,2017-12401,2021-03-02,2021-03-02
2021-03-01,2021,Annual Programme 2021,23048,"Denmark, Government of",Government,DNK,2021,2021,,,,CARITAS,NGO,Other,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-03-01,2021-03-01,,140017,DKK,6.075,228345,2017-12401,2021-03-02,2021-03-02
2021-02-28,,Denmark Open Items 2021,1565,Private (individuals & organizations),Private organization/foundation,DNK,2021,2021,Syria Refugee Response and Resilience Plan (3RP) 2021,RSYR21,1020,United Nations High Commissioner for Refugees,UN agency,,"EGY,IRQ,JOR,LBN,TUR",,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,shared,paid,2021-04-09,2021-02-28,,9590,DKK,6.1278,232417,E5053,2021-05-31,2021-05-31
2021-02-28,,Denmark Open Items 2021,905,Private (individuals & organizations),Private organization/foundation,DNK,2021,2021,Syria Refugee Response and Resilience Plan (3RP) 2021,RSYR21,1020,United Nations High Commissioner for Refugees,UN agency,,IRQ,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-04-09,2021-02-28,,5545,DKK,6.1271,232419,E5053,2021-05-31,2021-05-31
2021-02-18,2021,Annual Programme 2021,1224884,"Denmark, Government of",Government,DNK,2021,2021,Sudan Humanitarian Response Plan 2021,HSDN21,1014,Danish Refugee Council,NGO,,SDN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,7506088,DKK,6.128,228036,2017-12467,2021-02-18,2021-02-18
2021-02-18,2021,Emergency Response,326371,"Denmark, Government of",Government,DNK,2021,2021,,,,Save the Children,NGO,Food Security,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-22,2021-02-18,,2000000,DKK,6.128,228177,2017-12471,2021-02-23,2021-02-24
2021-02-17,2021,Annual Programme 2021,163248,"Denmark, Government of",Government,DNK,2021,2021,Cameroon Humanitarian Response Plan 2021,HCMR21,1030,Danish Refugee Council,NGO,,CMR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,1000382,DKK,6.128,228034,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,"Assistance pour les populations déplacées internes et les communautés hôtes dans les régions du sahel, Centre Nord et Nord du Burkina Faso",572243,"Denmark, Government of",Government,DNK,2021,2021,Burkina Faso Humanitarian Response Plan 2021,HBFA21,1037,Danish Refugee Council,NGO,Food Security,BFA,"Assistance pour les populations déplacées internes et les communautés hôtes dans les régions du sahel, Centre Nord et Nord du Burkina Faso",HBFA21-11-173069-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,3506705,DKK,6.128,228037,2017-12467,2021-02-18,2021-04-08
2021-02-17,2021,Annual Programme 2021,652466,"Denmark, Government of",Government,DNK,2021,2021,Central African Republic Humanitarian Response Plan 2021,HCAF21,1025,Danish Refugee Council,NGO,,CAF,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,3998309,DKK,6.128,228038,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,327021,"Denmark, Government of",Government,DNK,2021,2021,Mali Humanitarian Response Plan 2021,HMLI21,1036,Danish Refugee Council,NGO,,MLI,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,2003984,DKK,6.128,228039,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,652466,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Refugee Council,NGO,,MLI,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,3998309,DKK,6.128,228040,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,407244,"Denmark, Government of",Government,DNK,2021,2021,Niger Humanitarian Response Plan 2021,HNER21,1033,Danish Refugee Council,NGO,,NER,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,2495589,DKK,6.128,228041,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,2606359,"Denmark, Government of",Government,DNK,2021,2021,Afghanistan Humanitarian Response Plan 2021,HAFG21,1031,Danish Refugee Council,NGO,,AFG,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,15971770,DKK,6.128,228044,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,979311,"Denmark, Government of",Government,DNK,2021,2021,Afghanistan Humanitarian Response Plan 2021,HAFG21,1031,Danish Refugee Council,NGO,,AFG,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,6001220,DKK,6.128,228045,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,693453,"Denmark, Government of",Government,DNK,2021,2021,Myanmar Humanitarian Response Plan 2021,HMMR21,1046,Danish Refugee Council,NGO,,MMR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,4249478,DKK,6.128,228046,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,692927,"Denmark, Government of",Government,DNK,2021,2021,Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2021,RBGD21,1023,Danish Refugee Council,NGO,,BGD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,4246258,DKK,6.128,228047,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,751605,"Denmark, Government of",Government,DNK,2021,2021,Ethiopia Humanitarian Response Plan 2021,HETH21,1041,Danish Refugee Council,NGO,,ETH,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,4605837,DKK,6.128,228048,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,689074,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Refugee Council,NGO,Nutrition,KEN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,4222644,DKK,6.128,228049,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,692927,"Denmark, Government of",Government,DNK,2021,2021,Somalia Humanitarian Response Plan 2021,HSOM21,1011,Danish Refugee Council,NGO,,SOM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,4246258,DKK,6.128,228050,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,1104199,"Denmark, Government of",Government,DNK,2021,2021,Somalia Humanitarian Response Plan 2021,HSOM21,1011,Danish Refugee Council,NGO,,SOM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,6766534,DKK,6.128,228051,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,3108364,"Denmark, Government of",Government,DNK,2021,2021,South Sudan Humanitarian Response Plan 2021,HSSD21,1013,Danish Refugee Council,NGO,,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,19048053,DKK,6.128,228052,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,760714,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Refugee Council,NGO,,UGA,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,4661653,DKK,6.128,228053,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,163598,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Refugee Council,NGO,,COG,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,1002529,EUR,6.128,228054,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,456288,"Denmark, Government of",Government,DNK,2021,2021,Iraq Humanitarian Response Plan 2021,HIRQ21,1035,Danish Refugee Council,NGO,,IRQ,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,2796133,DKK,6.128,228055,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,521622,"Denmark, Government of",Government,DNK,2021,2021,Syria Refugee Response and Resilience Plan (3RP) 2021,RSYR21,1020,Danish Refugee Council,NGO,,JOR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,3196500,DKK,6.128,228056,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,325620,"Denmark, Government of",Government,DNK,2021,2021,Syria Humanitarian Response Plan 2021,HSYR21,1044,Danish Refugee Council,NGO,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,1995397,DKK,6.128,228057,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,521622,"Denmark, Government of",Government,DNK,2021,2021,Syria Refugee Response and Resilience Plan (3RP) 2021,RSYR21,1020,Danish Refugee Council,NGO,,LBN,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,3196500,DKK,6.128,228058,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,227531,"Denmark, Government of",Government,DNK,2021,2021,Syria Humanitarian Response Plan 2021,HSYR21,1044,Danish Refugee Council,NGO,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,1394309,DKK,6.128,228059,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,390779,"Denmark, Government of",Government,DNK,2021,2021,Syria Refugee Response and Resilience Plan (3RP) 2021,RSYR21,1020,Danish Refugee Council,NGO,,TUR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,2394692,DKK,6.128,228060,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,979311,"Denmark, Government of",Government,DNK,2021,2021,Yemen Humanitarian Response Plan 2021,HYEM21,1024,Danish Refugee Council,NGO,,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,6001220,DKK,6.128,228061,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,1633529,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Refugee Council,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,10010264,DKK,6.128,228062,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Annual Programme 2021,571542,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Refugee Council,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,3502411,DKK,6.128,228063,2017-12467,2021-02-18,2021-02-18
2021-02-17,2021,Child Protection,148417,"Denmark, Government of",Government,DNK,2021,2021,Cameroon Humanitarian Response Plan 2021,HCMR21,1030,Danish Refugee Council,NGO,Protection,CMR,Multi-sector humanitarian assistance to crisis affected populations in Northwest and Southwest Cameroon,HCMR21-FSC;PRO;SHL;WSH-173641-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-17,2021-02-17,,909500,DKK,6.128,228064,2017-12467,2021-02-18,2021-04-09
2021-02-15,2021,Annual Programme 2021,396887,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,MMR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,2432123,DKK,6.128,227932,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,326920,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,LBN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,2003367,DKK,6.128,227933,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,163547,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,1002219,DKK,6.128,227934,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,326920,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,2003367,DKK,6.128,227935,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,326920,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,2003367,DKK,6.128,227936,2017-12519,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme,547666,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,3356095,DKK,6.128,227937,2017-12519,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,946797,"Denmark, Government of",Government,DNK,2021,2021,Mali Humanitarian Response Plan 2021,HMLI21,1036,Save the Children,NGO,,MLI,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,5801970,DKK,6.128,227938,2017-12471,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,507056,"Denmark, Government of",Government,DNK,2021,2021,Somalia Humanitarian Response Plan 2021,HSOM21,1011,Save the Children,NGO,,SOM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,3107241,DKK,6.128,227939,2017-12471,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,835419,"Denmark, Government of",Government,DNK,2021,2021,Somalia Humanitarian Response Plan 2021,HSOM21,1011,Save the Children,NGO,,SOM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,5119448,DKK,6.128,227940,2017-12471,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,835419,"Denmark, Government of",Government,DNK,2021,2021,,,,Save the Children,NGO,,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,5119448,DKK,6.128,227941,2017-12471,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,473311,"Denmark, Government of",Government,DNK,2021,2021,Syria Humanitarian Response Plan 2021,HSYR21,1044,Save the Children,NGO,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,2900449,DKK,6.128,227942,2017-12471,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,845385,"Denmark, Government of",Government,DNK,2021,2021,Syria Humanitarian Response Plan 2021,HSYR21,1044,Save the Children,NGO,,SYR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,5180522,DKK,6.128,227943,2017-12471,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,315424,"Denmark, Government of",Government,DNK,2021,2021,Afghanistan Humanitarian Response Plan 2021,HAFG21,1031,Save the Children,NGO,,AFG,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,1932918,DKK,6.128,227944,2017-12471,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,656026,"Denmark, Government of",Government,DNK,2021,2021,Yemen Humanitarian Response Plan 2021,HYEM21,1024,Save the Children,NGO,,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,4020128,DKK,6.128,227945,2017-12471,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,569302,"Denmark, Government of",Government,DNK,2021,2021,,,,Save the Children,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,3488682,DKK,6.128,227946,2017-12471,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,737155,"Denmark, Government of",Government,DNK,2021,2021,,,,Save the Children,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,4517286,DKK,6.128,227947,2017-12471,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,135157,"Denmark, Government of",Government,DNK,2021,2021,,,,Save the Children,NGO,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,828240,DKK,6.128,227948,2017-12471,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,735702,"Denmark, Government of",Government,DNK,2021,2021,Central African Republic Humanitarian Response Plan 2021,HCAF21,1025,ACT Alliance / DanChurchAid,NGO,,CAF,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,4508379,DKK,6.128,227949,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,665385,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,ETH,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,4077478,DKK,6.128,227950,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,1161800,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,KEN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,7119509,DKK,6.128,227951,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,735702,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,MLI,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,4508379,DKK,6.128,227956,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,3029915,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,18567321,DKK,6.128,227957,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,1203080,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,UGA,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,7372476,DKK,6.128,227958,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,408606,"Denmark, Government of",Government,DNK,2021,2021,Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2021,RBGD21,1023,ACT Alliance / DanChurchAid,NGO,,BGD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,2503940,DKK,6.128,227959,2017-12519,2021-02-16,2021-06-29
2021-02-15,2021,Annual Programme 2021,1062622,"Denmark, Government of",Government,DNK,2021,2021,,,,ACT Alliance / DanChurchAid,NGO,,IRQ,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,6511746,DKK,6.128,227960,2017-12519,2021-02-16,2021-02-17
2021-02-15,2021,Annual Programme 2021,817388,"Denmark, Government of",Government,DNK,2021,2021,occupied Palestinian territory 2021,HPSE21,1012,ACT Alliance / DanChurchAid,NGO,,PSE,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,5008953,DKK,6.128,227961,2017-12519,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,974530,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,MLI,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,5971922,DKK,6.128,227962,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,1717840,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,MLI,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,10526921,DKK,6.128,227963,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,828514,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,5077134,DKK,6.128,227964,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,1631948,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,10000575,DKK,6.128,227965,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,776979,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,SDN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,4761326,DKK,6.128,227966,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,171784,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,ETH,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,1052692,DKK,6.128,227967,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme,985696,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,MMR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,6040347,DKK,6.128,227968,2017-24749,2021-02-16,2021-02-16
2021-02-15,2021,Annual Programme 2021,1717840,"Denmark, Government of",Government,DNK,2021,2021,,,,Danish Red Cross,Red Cross/Red Crescent,,MMR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-15,2021-02-15,,10526921,DKK,6.128,227969,2017-24749,2021-02-16,2021-02-16
