,Country Name,Country ISO3,Year,Size,Poverty ratio (% Pop.),Vulnerable empolyment (% Empl.),Salaried workers (% Empl.),Undernourishment (% Pop.),Crop production index,Obesity (% Pop. 18+),Anemia among children (% Pop. 5-),Life expectancy (Years),"Birth rate (per 1,000)","Hospital beds (per 1,000)",Health expenditure (% GDP),Government healt expenditure (% Health Exp.),"Suicide rate (per 100,000)",Population age 65+ (% Pop.),Completed lower secondary (% Pop. 25+),PISA: Mean performance average,Education expenditure (% Public Insitutions Exp.),Education expenditure (% GDP),Female population (% Pop.),"School enrollment, tertiary (GPI)",Female labor force (% Labor),Domestic violence legislation,No work discrimination legislation,Sanitation services (% Pop.),Drinking water services (% Pop.),Access to electricity (% Pop.),Energy depletion (% GNI),Unemployment rate (% Labor),Youth not in education or employment (% Youth),Part time employment (% Empl.),Net national savings (% GDP),Central government debt (% GDP),GDP per capita (US$),GNI per capita growth (%),Account balance (% GDP),Inflation (%),Industry (% GDP),R&D expenditure (% GDP),"Refugee population per 1,000",Gini index,Population living in slums (% Urban Pop.),Urban population (% Pop.),Exposure to pollution (% Pop.),Particulate emission damage (% GNI),Renewable energy consumption (% Total Consum),"Greenhouse gas emissions (kt per 1,000)","CO2 emissions (kt per 1,000)",Carbon dioxide damage (% GNI),Marine protected areas (% waters),"Fisheries production (metric tons per 1,000)","Aquaculture production (metric tons per 1,000)","Agriculture, forestry, and fishing (% GDP)",Terrestrial protected areas (% of lands),"Mortality in the road (per 100,000)",Children out of school (% primary school age),Strength legal rights,Net ODA provided (% GNI),Fixed broadband subscriptions (per 100),Trade (% GDP),Foreign net direct investment (% GDP)
842,Ireland,IRL,2009,20,1.2,12.0599996447563,82.5,2.5,81.96,9.95,10.3,80.190243902439,16.7,2.83,10.48682594,77.07221222,14.0,10.849432738483,0.0,468.5363499843577,91.466178894043,6.13508987426758,50.2549519731801,1.12979996204376,44.3253582219498,1.0,1.0,70.0652984334996,95.6088390880111,100.0,0.010744923685806,12.6099996566772,18.2900009155273,40.5699996948242,0.939137674727034,66.6970216539395,52105.1524837739,-9.14619851001099,-0.021189328266413038,-4.47810339150477,25.4765691555763,1.6082,2.108094699997244,32.7,0.0,61.342,0.0,0.0504553376672361,5.24675647912276,14.466956000391699,8.92539492324229,0.565548902175735,0.0,76.3102692721109,10.475798755615578,0.554052297620744,0.0,6.0,0.0263599995523691,0.0,0.545,21.72353966,172.998737940581,0.002288656966518921
843,Ireland,IRL,2010,20,1.5,12.0999995470047,82.7900009155273,2.5,84.57,9.7,10.4,80.7439024390244,16.5,2.73,10.50265503,76.17825317,11.9,11.0098958769046,81.0681991577148,0.0,91.2941131591797,6.03804016113281,50.3122962104195,1.07071995735168,44.7971953488597,1.0,1.0,72.1135022967769,95.8927943351144,100.0,0.0079311229099059,14.5299997329712,19.4300003051758,40.9599990844727,2.81560278401582,82.602457399111,48715.1769134801,1.55236937386573,0.010441927968697227,-0.922095829024469,23.248890920221,1.59153,1.9953269132299232,32.3,0.0,61.542,49.3392349914634,0.0458859042836675,5.27353814314154,14.383556257157181,8.784418073508466,0.614428476600248,0.0,86.60480016578384,10.194894862400512,0.949862977492862,0.0,4.8,0.200080007314682,0.0,0.523,22.39552285,189.421701597387,-0.09419551436098948
844,Ireland,IRL,2011,20,1.2,11.9799999594688,83.1800003051758,2.5,97.21,9.399999999999999,10.5,80.7463414634146,16.2,2.62,10.70849514,72.34369659,12.5,11.3134637521904,83.4697036743164,0.0,93.3080902099609,5.85826015472412,50.3668934452742,1.075080037117,45.0736764733297,1.0,1.0,74.1769619759278,96.1766549233413,100.0,0.0088839654401228,15.3500003814697,19.1399993896484,41.5,2.22738490619644,112.471687802544,51848.9096998104,-3.29484641617601,0.011913043205391194,2.5571888318692,24.5627952318144,1.56058,1.797783621435764,32.9,0.0,61.742,56.8793697261824,0.0463951688442299,6.70936460707383,13.377069583428513,7.780622800804528,0.551613560653659,0.0,62.822496814468906,9.664958178168785,1.21242198781105,0.0,4.2,0.125499993562698,0.0,0.512,23.3228384,188.755763426167,-0.10621198080198911
845,Ireland,IRL,2012,20,0.9,12.0900000333786,83.1699981689453,2.5,83.92,9.2,10.6,80.8463414634146,15.6,2.54,10.68722248,72.07444,12.4,11.6553368583555,0.0,475.92666821333336,94.9480972290039,5.7657299041748,50.4199362918138,1.05581998825073,45.2023620374243,1.0,1.0,76.255606790127,96.4604269841105,100.0,0.0085741489240992,15.4499998092651,19.1800003051758,42.0900001525879,1.92063511650089,130.084311877557,48917.8976130459,-0.86438304689149,-0.03426040686498354,1.69620897294545,24.5027133752784,1.56119,1.3716609925398946,33.2,0.0,61.942,29.9647701171137,0.0438836817085726,6.61854861056846,13.573772355849473,7.737358336161519,0.609392271794027,0.0,74.25297307357073,7.849060267368447,0.980720975957952,0.0,3.6,0.0578900016844273,0.0,0.47,24.13268701,191.537017257834,-0.11623574144110521
846,Ireland,IRL,2013,20,1.4,12.3600000143051,82.9800033569336,2.5,95.41,8.95,10.9,80.9487804878049,14.9,2.56,10.30022049,71.18556213,11.4,12.0257909244268,0.0,0.0,94.1724700927734,5.33460998535156,50.4657641569814,1.04694998264313,45.4223180713013,1.0,1.0,78.3492266183139,96.7441034860966,100.0,0.0064581052597993,13.7399997711182,16.4200000762939,41.8600006103516,6.99997129799212,131.578729853816,51590.1885889392,5.11762515328658,0.015559192812124228,0.508714869485436,24.383369977201,1.5658,1.2956830462111815,33.5,0.0,62.141,27.3613140648962,0.0388645040879748,7.40476688097015,0.0,7.5420756362277395,0.559909224237554,0.0,67.07623908477328,7.396098637737747,1.08821291392835,0.0,4.2,0.0726900026202202,7.0,0.462,25.76605129,188.521589827238,-0.0890870987920114
847,Ireland,IRL,2014,20,0.9,12.1700003147126,83.1900024414063,2.5,99.52,8.75,11.3,81.3487804878049,14.4,2.57,9.67580032,71.01605225,11.0,12.4074206954027,0.0,0.0,93.7669219970703,4.88139009475708,50.4970982430387,1.05304002761841,45.3082041045661,1.0,1.0,80.4578282218539,97.0276819549896,100.0,0.0029478676123354,11.8599996566772,15.2399997711182,40.9099998474121,10.966900927553,121.293079983429,55492.982562275,7.947638398088,0.010778803533001915,0.182542316627949,24.7612635829453,1.52307,1.2521093921086193,31.9,0.0,62.34,3.61199326171543,0.0321330299822584,8.52066979093462,0.0,7.300555848973966,0.524450231254593,0.0,72.48669687444985,6.698570383651728,1.2419024250937,0.0,4.3,0.0373600013554096,7.0,0.375,27.20554227,201.990345830311,-0.02610601570196438
848,Ireland,IRL,2015,20,0.8,11.8999998569489,83.5199966430664,2.5,104.25,8.45,11.8,81.4536585365854,13.9,2.92,7.31716299,72.03952789,9.3,12.7910713230197,0.0,474.0243218229277,93.1129302978516,3.75829005241394,50.5086815033896,1.08115005493164,45.1912497459581,1.0,1.0,82.1831837293261,97.2998391416571,100.0,0.0014884392056484,9.90999984741211,14.25,41.2999992370605,11.5621078371045,88.521848466012,61995.4228025802,11.6459109250822,0.04429659201388823,-0.289879079012739,38.1665831397437,1.18267,1.2990335726166784,31.8,0.0,62.538,2.71819083411953,0.0265051565466503,9.08139901337063,0.0,7.636663627506589,0.557140277277367,0.0,64.65818381580264,8.432658997094189,0.894000472953557,0.0,3.6,0.0488200001418591,7.0,0.318,28.14590241,215.136640653511,-0.16272243104441295
849,Ireland,IRL,2016,20,0.7,11.6200004220009,83.7699966430664,2.5,96.23,8.25,12.5,81.6536585365854,13.4,2.96,7.4142108,72.44274139,10.0,13.1475948932009,0.0,0.0,92.5962982177734,3.71972990036011,50.4977011322908,1.09621000289917,45.501699775646,1.0,1.0,82.2973436800432,97.3114643530356,100.0,0.0522364673498578,8.36999988555908,12.5699996948242,39.5800018310547,12.8338293694466,84.829553469801,63197.0823976808,9.03820294005386,-0.0416636179648523,0.0083063377356992,36.9652155471516,1.16892,1.2028595251438647,32.8,0.0,62.737,0.273735769435679,0.0213650490438714,0.0,0.0,7.9303409749260565,0.552586202311125,2.332323504,63.10815904662868,8.463006220907674,0.940397149746438,14.44,4.1,0.0116400001570582,7.0,0.319,28.96652504,226.041377290551,-0.030677429288382112
850,Ireland,IRL,2017,20,0.4,10.9000004529953,84.5500030517578,2.5,101.73,0.0,0.0,82.1560975609756,12.9,2.97,7.15484905,72.78598785,10.0,13.5066550900967,86.1611022949219,0.0,94.729621887207,3.50686001777649,50.4669090676524,1.10067999362946,45.6728158466694,1.0,1.0,82.4136039388553,97.3228242792175,100.0,0.0854394281564948,6.71000003814697,10.9300003051758,37.7799987792969,11.9376875106451,0.0,69822.3470849141,4.45373229592522,0.010121980432931253,0.340531561461793,35.7544195252948,0.0,1.3300361859704273,31.4,0.0,62.947,0.274091678859734,0.0194564089774913,0.0,0.0,0.0,0.541178827995714,2.33211062388034,66.93095996204175,9.450683315451135,1.17268440905715,14.4412618535015,3.4,0.028659999370575,7.0,0.0,29.42806429,219.998349077447,-0.16488611899460523
851,Ireland,IRL,2018,20,0.0,10.7099996209145,84.9800033569336,2.5,77.23,0.0,0.0,82.2560975609756,12.5,2.97,6.92870378,73.89122009,9.9,13.8658017012923,0.0,504.60830500988203,0.0,0.0,50.4255094845201,1.11401998996735,45.7996544146806,1.0,1.0,0.0,0.0,100.0,0.109130433729665,5.73999977111816,10.0699996948242,35.2400016784668,11.9232217636144,0.0,78621.2279310086,5.99508164488019,0.06315991612959385,0.488370168032449,36.7965165982334,1.14647,1.2351776625967987,0.0,0.0,63.17,0.0,0.0194564089774913,0.0,0.0,0.0,0.514496624673976,2.33211062388034,59.19831509809514,7.5803375900599015,0.917601412714969,14.4412618535015,3.0,0.0017399999778717,7.0,0.0,29.6794357,211.511074393765,0.07171013285040959
852,Ireland,IRL,2019,20,0.0,10.210000038147,85.5999984741211,0.0,0.0,0.0,0.0,82.3024390243903,12.1,0.0,0.0,0.0,9.6,14.2228307453464,0.0,0.0,0.0,0.0,50.3856837217342,0.0,45.8077461310504,1.0,1.0,0.0,0.0,100.0,0.0,4.94999980926514,10.0900001525879,34.9900016784668,14.1629627040305,0.0,78778.9947686189,0.0,-0.1156007439689889,0.939044481054341,35.1826882182881,0.0,1.579841265980819,0.0,0.0,63.405,0.0,0.018741064516372,0.0,0.0,0.0,0.52127118217407,0.0,0.0,0.0,0.901973135805956,0.0,3.1,0.0,7.0,0.0,29.95495131,239.215091683884,-0.2506940223283081
853,Ireland,IRL,2020,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.92000007629395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.334584625428444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,Italy,ITA,2000,20,3.0,21.2399995326996,71.2699966430664,0.0,116.25,16.9,11.7,79.7780487804878,9.5,4.71,7.56665564,72.63814545,7.5,18.2846617746808,0.0,486.7627333333333,92.0035934448242,4.29107999801636,51.6077614798994,1.22493004798889,38.5634466469689,0.0,1.0,0.0,86.4650961277293,100.0,0.067429365403657,10.8400001525879,0.0,20.3700008392334,5.88315624410791,0.0,20087.5919858794,3.54790529904653,-0.002716080581452653,2.53768532095005,24.3093084252286,1.00546,0.11964783600916215,35.3,0.0,67.222,98.5314339931347,0.0962743617551177,5.11951479788946,9.612391940249209,7.912673166227004,0.748318045730399,0.0,9.144477822106621,3.8025462633030727,2.56361411951499,0.0,13.9,0.0952799990773201,0.0,0.128,0.202849853,50.4055898251238,-0.005840853839706104
895,Italy,ITA,2001,20,0.0,21.029999256134,71.5299987792969,2.5,113.24,16.65,11.6,80.1268292682927,9.4,4.61,7.73760843,74.62194061,7.3,18.5795282428017,64.4224166870117,0.0,92.3920593261719,4.65009021759033,51.5881910320479,1.2422000169754,39.0297883758849,0.0,1.0,0.0,87.0342932628798,100.0,0.0759746609482396,9.60000038146973,0.0,21.0900001525879,6.23854275666403,0.0,20483.2159949974,1.97052223545778,0.001554523492100363,2.78516542713555,24.120805424707,1.04491,0.14991022236419707,0.0,0.0,67.282,0.0,0.0914229253298242,5.38256684916779,9.536968043374094,7.904432663262781,0.764783487868971,0.0,9.315437848074827,3.8320921260713203,2.48963145584114,0.0,13.9,0.247429996728897,0.0,0.15,0.685712513,50.0348046309252,0.0012779613191435347
896,Italy,ITA,2002,20,0.0,20.889999628067,71.7200012207031,2.5,107.89,16.45,11.4,80.2292682926829,9.4,4.44,7.86693525,74.95858002,7.4,18.8831835127795,0.0,0.0,91.6393203735352,4.43240976333618,51.5474475145998,1.25206995010376,39.2314303303333,0.0,1.0,0.0,87.5967725174402,100.0,0.0692686632772225,9.21000003814697,0.0,44.810001373291,5.9868285461402,0.0,22270.1441234282,-0.0382523207546939,-0.004939915051956067,2.46532319171164,24.0295101924527,1.08482,0.1758004656477811,0.0,0.0,67.382,0.0,0.0894216907802169,5.59666992531442,9.652850583256733,7.932323042355084,0.743224267106,0.0,7.995198615180948,3.2297267283323037,2.37138225861722,0.0,13.3,0.297459989786148,0.0,0.199,1.486468268,48.0579242988141,-0.004512224189598369
897,Italy,ITA,2003,20,1.8,20.8299992084503,71.8300018310547,2.5,104.11,16.2,11.3,79.9829268292683,9.5,4.18,7.83297729,75.33364868,7.4,19.1789281980095,0.0,493.8172090961766,91.9834289550781,4.54179000854492,51.4993114951277,1.25480997562408,39.3726935314844,0.0,1.0,0.0,88.1253770793395,100.0,0.0640125506630685,8.86999988555908,0.0,21.3400001525879,5.21239599096364,0.0,27465.6752987224,-0.342885161871251,-0.00770487978808069,2.67255552772852,23.479364493926,1.06198,0.2235436047781172,34.9,0.0,67.501,0.0,0.0868947652724408,6.24058670916462,9.857260690874316,8.171751280416137,0.649702238082166,0.0,8.542443745466468,3.347989467627555,2.357959442263,0.0,11.8,0.373860001564026,0.0,0.167,3.908653007,46.1488447781921,-0.011070979150579162
898,Italy,ITA,2004,20,1.5,20.6600000858306,72.0699996948242,2.5,124.07,16.0,11.2,80.7804878048781,9.8,4.02,8.16549301,76.2440033,7.2,19.4412396789255,0.0,0.0,92.1038131713867,4.38520002365112,51.4625911894994,1.25636005401611,40.039771618511,0.0,1.0,0.0,88.6534814639301,100.0,0.060822800061382,7.86999988555908,16.2700004577637,25.3600006103516,5.41574544591632,0.0,31259.7164954309,1.09409507435603,-0.0049794005535981345,2.20673661423654,23.4189596087361,1.05312,0.27161153129980525,34.3,0.0,67.62,0.0,0.0804513156909717,5.93594854215673,9.756291283570258,8.216487201329379,0.607006757296343,0.0,7.058342800067685,2.0493426343929713,2.34703257342223,0.0,10.9,0.331459999084473,0.0,0.147,8.152939586,47.4303303888471,-0.003208268932573181
899,Italy,ITA,2005,20,1.7,19.5200001001358,73.3099975585938,2.5,118.74,15.75,11.1,80.7829268292683,9.6,4.04,8.33931828,77.4885788,6.7,19.6597661695848,68.7590026855469,0.0,92.8058624267578,4.23829984664917,51.449643057336,1.2692699432373,40.0887787451621,0.0,1.0,0.0,89.1810679935755,100.0,0.0825563881531646,7.73000001907349,17.0499992370605,28.5599994659424,4.61636391611748,0.0,32043.1403684119,0.649694024637768,-0.008998426065740034,1.98529298527983,23.2715911307131,1.04709,0.35663591554480634,33.8,0.0,67.738,98.4156007629672,0.0751610025348576,6.70263907861876,9.731239819212467,8.166090127695462,0.620843785201461,0.0,8.275165839840838,3.1240747286969124,2.03359548344901,0.0,10.3,0.576990008354187,0.0,0.29,11.70567626,49.3010107621318,0.008363103495899724
900,Italy,ITA,2006,20,1.4,19.2900007963181,73.5899963378906,2.5,112.64,15.45,11.0,81.2829268292683,9.6,3.99,8.43673038,77.75046539,6.7,19.845550469821,69.9742279052734,486.59763067839367,94.3081588745117,4.52545022964478,51.4654375131389,1.28182995319366,40.3062821084921,0.0,1.0,96.1567392943333,89.7081518208483,100.0,0.101751750393888,6.78000020980835,16.7700004577637,30.2399997711182,4.67296490975502,0.0,33501.6581673044,1.7254228073253,-0.014539400935514528,2.09084391012755,23.4009524651076,1.08696,0.46212867543860386,33.7,0.0,67.856,0.0,0.0722806996083559,7.51256404147516,9.688448446226909,8.072145595677242,0.615006225116356,0.0,8.438477997868016,2.971812438223397,1.94583994660095,0.0,10.3,0.634289979934692,0.0,0.197,14.51493313,53.1681791846237,0.001009026120043127
901,Italy,ITA,2007,20,1.6,19.0900002717971,73.870002746582,2.5,108.89,15.2,10.9,81.4341463414634,9.7,3.91,8.13610077,77.48770905,6.7,19.9759868703986,70.8761367797852,0.0,94.3368835449219,4.10503005981445,51.5038845158314,1.2885400056839,40.3717083643181,0.0,1.0,96.1612436269939,90.2347213596909,100.0,0.0948331050732391,6.07999992370605,16.1399993896484,29.7999992370605,4.9452604089236,0.0,37822.6652377427,0.656485841078776,-0.01363165014949118,1.829741122024,23.7719246206342,1.1327,0.6513022022710787,32.9,0.0,67.974,0.0,0.069780320812951,8.73172974748555,9.366854431621997,7.9173472162353775,0.562643249505728,0.0,8.023767927238142,3.0700579808006085,1.89628717350167,0.0,9.7,0.612900018692017,0.0,0.19,17.22977795,55.061455631698,0.024439207209090694
902,Italy,ITA,2008,20,1.7,18.5299997329712,74.5500030517578,2.5,111.51,14.899999999999999,10.9,81.4853658536585,9.8,3.79,8.53282356,77.67528534,6.9,20.0835547145809,71.9095611572266,0.0,94.0898895263672,4.38794994354248,51.5526479055844,1.29306995868683,40.8950361587152,0.0,1.0,96.1657512226341,90.7607857871525,100.0,0.115062662920566,6.71999979019165,16.5599994659424,31.2099990844727,2.59857608035634,0.0,40778.3427367209,-2.58224253751202,-0.027680209561501037,3.34783258401023,23.6013764186517,1.16367,0.7999594606064375,33.8,0.0,68.092,0.0,0.0703157520718049,10.8233492990728,8.99733495305051,7.601764969737992,0.528208527344184,0.0,6.572373535425587,2.532909156978313,1.87462363361677,0.0,8.9,0.595629990100861,0.0,0.218,19.13757364,54.4928757988188,0.03218474245493666
903,Italy,ITA,2009,20,1.8,18.2199996709824,75.0299987792969,2.5,112.99,14.65,10.9,81.6365853658537,9.6,3.69,8.95162296,78.30512238,7.0,20.2215745117322,72.8498764038086,485.06723228069296,94.7643966674805,4.52371978759766,51.5938805279809,1.30046999454498,40.9887975623726,0.0,1.0,96.1702571620969,91.2863419578499,100.0,0.0682594701130333,7.75,17.5499992370605,32.8400001525879,0.255096002304987,0.0,37079.7586704546,-4.90972563967603,-0.018441948901807698,0.774768131387384,21.8848000505181,1.22126,0.9300560204679336,33.8,0.0,68.209,0.0,0.0716487587927485,12.5397527301242,8.134279619354936,6.7956514863729165,0.524904968486525,0.0,7.055570263420829,2.74863350112145,1.80273854103193,0.0,8.0,0.504729986190796,0.0,0.158,20.44566317,45.4187617874817,0.0008034272834736209
904,Italy,ITA,2010,20,2.5,18.5799990892411,74.7200012207031,2.5,108.31,14.350000000000001,10.9,82.0365853658537,9.5,3.64,8.91602039,78.45359802,6.9,20.4268389760451,73.8259963989258,0.0,95.1789932250977,4.33411979675293,51.6149603932438,1.29972004890442,41.1658574987477,0.0,1.0,96.1747680376483,91.8113939861102,100.0,0.0858013337297305,8.35999965667725,18.9699993133545,31.2099990844727,-0.263836759088704,0.0,36000.5201179254,1.25137258244641,-0.033185890082428934,1.52551602118248,21.8657608357681,1.22311,0.9514922014904934,34.7,0.0,68.327,98.1121664773954,0.0684894215010718,12.7940929982975,8.257109663370708,6.838374570200992,0.571353937275224,0.0,6.553207585782626,2.5894128133990724,1.77551453832278,0.0,7.3,0.408080011606216,0.0,0.148,22.07834377,52.0061883742819,0.009746250589373829
905,Italy,ITA,2011,20,2.4,18.3700009584426,74.9599990844727,2.5,108.45,14.05,11.0,82.1878048780488,9.2,3.52,8.77413177,77.01278687,7.4,20.6637723330363,74.7727508544922,0.0,95.2604675292969,4.11568021774292,51.6122184823492,1.30290997028351,41.4571464848914,0.0,1.0,96.1792709672551,92.335932168632,100.0,0.126565037510096,8.35999965667725,19.6399993896484,30.9899997711182,-0.0299032192482698,0.0,38599.0622070322,0.495069155400458,-0.028275907141192668,2.78063272879324,21.7497036250001,1.20984,0.9778804111166475,35.1,0.0,68.444,98.5776220506368,0.0670700923347763,11.9049402680297,8.127711618657559,6.702557613830334,0.54303134127297,0.0,6.433074282147683,2.7644362803871756,1.88342627816685,0.0,7.2,0.480659991502762,0.0,0.198,22.68655752,55.1455224600271,0.007594826221880191
906,Italy,ITA,2012,20,2.9,18.2900002002716,75.0899963378906,2.5,100.57,13.75,11.2,82.2390243902439,9.0,3.42,8.78352833,75.8768158,7.6,20.962159134639,75.682258605957,487.6874664566667,95.9000701904297,4.05601978302002,51.590355619219,1.29787003993988,42.0365008855665,0.0,1.0,96.1839870366078,92.8600457177297,100.0,0.139285863703525,10.6599998474121,20.9400005340576,34.1500015258789,-0.711445212522535,0.0,35053.5262442572,-3.11654217907497,-0.002457653667224106,3.04136333226773,21.3450699035872,1.27087,1.088046824273619,35.2,0.0,68.684,97.8486487255829,0.0690610212252182,14.3916489650323,8.106084889428296,6.205413858450151,0.58907699782923,0.0,5.701831035743754,2.3016736878342905,1.9707531347602,0.0,6.5,0.262340009212494,0.0,0.137,22.98510954,55.6547208446016,0.0032398491622636907
907,Italy,ITA,2013,20,2.8,17.9099997282029,75.1800003051758,2.5,100.67,13.45,11.5,82.690243902439,8.5,3.31,8.77543831,75.7585144,7.5,21.299293979756,0.0,0.0,94.568489074707,4.14367008209229,51.555134334155,1.28598999977112,42.234827334735,0.0,1.0,96.1887971285991,93.3837083973128,100.0,0.123376539951864,12.1499996185303,22.1399993896484,34.8800010681152,-0.318307489735592,0.0,35549.9746972954,-3.02188114295583,0.011193334631367662,1.21999342274305,21.1724585185577,1.30768,1.2658642265985953,34.9,0.0,68.979,97.2633861745502,0.0687097140184581,16.3208850422585,0.0,5.732941878556591,0.548035929362731,0.0,5.292591604654572,2.3388637915615296,2.14458980749233,0.0,5.8,0.115429997444153,2.0,0.167,23.29020159,54.8675793967737,0.0003469530834798401
908,Italy,ITA,2014,20,2.7,18.0800005197525,75.3199996948242,2.5,95.4,13.15,12.0,83.090243902439,8.3,3.21,8.86791897,75.42493439,7.2,21.6353388748348,77.624397277832,0.0,95.1619033813477,4.06127977371216,51.5154274595527,1.2804000377655,42.4408762264188,1.0,1.0,96.1936071445849,93.906890565105,100.0,0.103666141078211,12.6800003051758,22.0400009155273,35.5499992370605,0.647828309246476,0.0,35518.4152916749,-0.739377133216053,0.018571774696760843,0.241047429826773,20.7984291070401,1.34301,1.5415911460501004,34.7,0.0,69.272,96.583070041503,0.0673733089959791,17.0903588438944,0.0,5.270866786402966,0.535073399515746,0.0,5.470982872105116,2.446659777552372,1.99786088974992,0.0,5.8,0.839550018310547,2.0,0.187,23.80827259,55.3221151506422,0.0015948602608870277
909,Italy,ITA,2015,20,3.4,17.7699996232987,75.620002746582,2.5,103.06,12.850000000000001,12.6,82.5439024390244,8.0,3.2,8.85689163,74.43541718,7.1,21.9486456695341,78.4582595825195,460.37730555593606,95.0234527587891,4.07362985610962,51.4776226921078,1.27128994464874,42.1307615361497,1.0,1.0,96.1984110026038,94.4731363584438,100.0,0.0571349180360739,11.8999996185303,21.3299999237061,35.4500007629395,0.39146055836135,0.0,30230.2263021296,0.169405174623407,0.013823816910946363,0.0387903996579552,20.8563842801091,1.34115,1.9436006722280381,35.4,0.0,69.565,96.7545739375126,0.067370246258274,16.5168505774397,0.0,0.0,0.676483111371336,0.0,5.722512259144824,2.449549944210974,2.06523676190304,0.0,5.9,1.47976994514465,2.0,0.221,24.59646983,56.4181761616088,0.0013278457548379417
910,Italy,ITA,2016,20,3.2,17.4600003957748,76.0599975585938,2.5,101.54,12.55,13.3,83.2439024390244,7.8,3.17,8.72533035,74.40103149,6.6,22.2348608856856,0.0,0.0,96.4446334838867,3.81578993797302,51.442853170565,1.26593005657196,42.3249086015696,1.0,1.0,96.2032130630306,95.0393856211047,100.0,0.0288061783434467,11.6899995803833,19.7999992370605,34.3699989318848,2.41647947745883,0.0,30939.7142462298,2.46782747762479,0.025812168487030385,-0.0940166569157271,21.2179443783853,1.37124,2.4306132507727765,35.2,0.0,69.855,94.5484844180311,0.0606135051130341,0.0,0.0,0.0,0.668944490734316,8.783571883,5.854521656163347,2.589584020109159,1.9283733073049,21.51,5.5,2.04649996757507,2.0,0.275,25.65528181,55.3676028142217,-0.006180751761219033
911,Italy,ITA,2017,20,3.1,17.0500004291535,76.8000030517578,2.5,96.94,0.0,0.0,82.9463414634147,7.6,3.18,8.6777401,73.73537445,7.1,22.4996889509015,0.0,0.0,97.9661712646484,4.04493999481201,51.4092548905956,1.25855994224548,42.5276385082958,1.0,1.0,96.2080135672536,95.0396145561267,100.0,0.0440289930394987,11.210000038147,19.9899997711182,34.7999992370605,2.97134331218486,0.0,32406.7203150134,2.08423899662785,0.026229140778038187,1.22653316645808,21.3004050229852,1.37744,2.764107972899551,35.9,0.0,70.144,94.7772139982593,0.05786854140229,0.0,0.0,0.0,0.655765499673812,8.7946484947005,5.854124086097908,2.593467708989598,1.97268467311393,21.5390596088817,5.7,2.52175998687744,2.0,0.0,27.33701048,58.6041759472917,0.0003450062965225921
912,Italy,ITA,2018,20,0.0,16.8500003814698,77.0899963378906,2.5,98.39,0.0,0.0,83.3463414634146,7.3,3.14,8.66763401,73.88835907,6.7,22.7516796025077,0.0,476.96208853236334,0.0,0.0,51.3766696255652,1.25562000274658,42.5713546957996,1.0,1.0,0.0,0.0,100.0,0.0721752415370057,10.6099996566772,19.1900005340576,33.5699996948242,3.4122261384865,0.0,34615.7568910987,1.68139591127439,0.024898079704851604,1.13748763600395,21.4586369057093,1.39909,3.1317690845152475,0.0,0.0,70.438,0.0,0.05786854140229,0.0,0.0,0.0,0.632488753953531,8.7946484947005,5.797153004149498,2.3722941453542563,1.94468508773064,21.5390596088817,5.6,3.14660000801086,2.0,0.0,28.13997577,60.3483805856494,-0.0020515506113044945
913,Italy,ITA,2019,20,0.0,16.769999742508,77.2600021362305,0.0,0.0,0.0,0.0,83.1975609756098,7.0,0.0,0.0,0.0,6.7,23.0121366488811,0.0,0.0,0.0,0.0,51.3443596419309,0.0,42.6925099679088,1.0,1.0,0.0,0.0,100.0,0.0578102600341247,9.94999980926514,18.0499992370605,33.4199981689453,3.37463911291355,0.0,33225.6484944567,0.313615211835966,0.03194901981243354,0.611246943765291,21.3817427826391,0.0,3.4426997417817655,0.0,0.0,70.736,0.0,0.0584730585652488,0.0,0.0,0.0,0.670273412345423,0.0,0.0,0.0,1.91353303008749,0.0,5.3,0.0,2.0,0.0,28.85296013,59.9562954987493,0.0008393012594963863
914,Italy,ITA,2020,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.3100004196167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13770757391657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
