,Country Name,Country ISO3,Year,Size,Poverty ratio (% Pop.),Vulnerable empolyment (% Empl.),Salaried workers (% Empl.),Undernourishment (% Pop.),Crop production index,Obesity (% Pop. 18+),Anemia among children (% Pop. 5-),Life expectancy (Years),"Birth rate (per 1,000)","Hospital beds (per 1,000)",Health expenditure (% GDP),Government healt expenditure (% Health Exp.),"Suicide rate (per 100,000)",Population age 65+ (% Pop.),Completed lower secondary (% Pop. 25+),PISA: Mean performance average,Education expenditure (% Public Insitutions Exp.),Education expenditure (% GDP),Female population (% Pop.),"School enrollment, tertiary (GPI)",Female labor force (% Labor),Domestic violence legislation,No work discrimination legislation,Sanitation services (% Pop.),Drinking water services (% Pop.),Access to electricity (% Pop.),Energy depletion (% GNI),Unemployment rate (% Labor),Youth not in education or employment (% Youth),Part time employment (% Empl.),Net national savings (% GDP),Central government debt (% GDP),GDP per capita (US$),GNI per capita growth (%),Account balance (% GDP),Inflation (%),Industry (% GDP),R&D expenditure (% GDP),"Refugee population per 1,000",Gini index,Population living in slums (% Urban Pop.),Urban population (% Pop.),Exposure to pollution (% Pop.),Particulate emission damage (% GNI),Renewable energy consumption (% Total Consum),"Greenhouse gas emissions (kt per 1,000)","CO2 emissions (kt per 1,000)",Carbon dioxide damage (% GNI),Marine protected areas (% waters),"Fisheries production (metric tons per 1,000)","Aquaculture production (metric tons per 1,000)","Agriculture, forestry, and fishing (% GDP)",Terrestrial protected areas (% of lands),"Mortality in the road (per 100,000)",Children out of school (% primary school age),Strength legal rights,Net ODA provided (% GNI),Fixed broadband subscriptions (per 100),Trade (% GDP),Foreign net direct investment (% GDP)
418,Denmark,DNK,2012,20,0.2,5.60999992489814,90.7300033569336,2.5,93.69,8.05,10.6,80.0512195121951,10.4,0.0,10.24135303,83.97978973,12.8,17.4897338271576,99.6436004638672,498.2106131461507,91.0467834472656,7.23782014846802,50.3308822153416,1.29365003108978,47.3219487614168,1.0,1.0,93.6372207248982,96.6358014439647,100.0,1.39022539021308,7.80000019073486,7.34999990463257,42.8300018310547,8.01613981237723,0.0,58507.5080517852,0.0005770592914444,0.0625433494731659,2.39791485664639,20.3979173208941,2.98125,2.1097823653169447,27.8,0.0,87.142,85.4742336319957,0.0600334846188076,27.2819568791468,9.60431591098682,6.51480084670286,0.338183909524098,0.0,96.10455923665116,6.185297991781202,1.65472753047184,0.0,3.1,0.566089987754822,0.0,0.83,38.84481696,103.240970340292,0.016540739266702395
419,Denmark,DNK,2013,20,0.6,5.52000017464161,90.870002746582,2.5,93.84,7.8,10.9,80.3,10.0,3.07,10.16958141,84.26117706,12.1,18.0264608306455,99.5849380493164,0.0,93.656852722168,8.49442958831787,50.3064124557124,1.28014004230499,47.5091114239082,1.0,1.0,93.9369674606956,96.7397911423441,100.0,1.0243363218799,7.38000011444092,6.63000011444092,43.2299995422363,9.84044740544597,0.0,61191.1937042028,1.40970427696625,0.07766838828745062,0.789071780078061,20.0618073480166,2.97048,2.342503880723756,28.5,0.0,87.292,78.750293564805,0.0528104642095931,27.3428385982791,0.0,6.6346400989361936,0.339599409468954,0.0,125.76949952376984,6.715521972260751,1.30212758701465,0.0,3.5,0.253450006246567,8.0,0.852,40.3040539,103.050141083868,0.018417596702165036
420,Denmark,DNK,2014,20,0.7,5.34999985992909,91.0299987792969,2.5,101.12,7.550000000000001,11.4,80.7,10.1,2.69,10.17190456,84.18952942,12.0,18.5704555421458,91.4856109619141,0.0,93.635871887207,7.634850025177,50.2864041323407,1.29268002510071,47.1470138408413,1.0,1.0,94.2374014982101,96.7384920367741,100.0,0.814661967629903,6.92999982833862,6.3899998664856,42.8400001525879,11.7090861088124,0.0,62548.9847332908,1.58690049190717,0.08882124142552592,0.564020540449518,19.7849958878059,2.91409,3.1482375663930466,28.4,0.0,87.41,82.8343073187766,0.0479942418865271,30.2716312824144,0.0,5.873333894453328,0.304894235313549,0.0,138.12911149601973,6.092380885668847,1.38246259773525,0.0,3.5,0.501609981060028,8.0,0.856,41.34318445,102.263916342342,0.009468345689782791
421,Denmark,DNK,2015,20,0.4,5.18999987840652,91.129997253418,2.5,103.9,7.3,12.0,80.7024390243902,10.2,2.53,10.22716618,84.18319702,10.9,19.04744409746,92.0675811767578,499.17709454796903,0.0,0.0,50.2731645834414,1.28656005859375,46.8721093823564,1.0,1.0,94.5385259788567,96.7372108780461,100.0,0.440382789602269,6.28000020980835,7.03000020980835,42.439998626709,11.8898923615456,0.0,53254.8563700916,1.07300074963945,0.08244292051329058,0.452034153691623,19.9874545918162,3.05497,4.805503948898941,28.2,0.0,87.526,75.1874411831808,0.0461213698983612,33.1702771730605,0.0,5.422285594942397,0.34344597327056,0.0,159.21217455915678,6.310689979850384,0.957580201288368,0.0,3.5,0.0595499984920025,8.0,0.847,42.27616351,104.048228406694,0.017862769791597875
422,Denmark,DNK,2016,20,0.4,5.23000019788742,91.2099990844727,2.5,94.98,7.1,12.7,80.8536585365854,10.8,2.6,10.14456177,84.12241364,10.9,19.4224516834814,92.4495697021484,0.0,0.0,0.0,50.2673975626761,1.26722002029419,47.3108367342556,1.0,1.0,94.8403483460775,96.7359369825465,100.0,0.296673178397088,5.98999977111816,6.71999979019165,44.2700004577637,12.674601261124,0.0,54663.9983719195,1.825708162179,0.07764850639778613,0.249999999999997,20.6686168257458,3.10401,5.848628057562748,28.2,0.0010000000474974,87.642,57.0917623810824,0.0459303427845889,0.0,0.0,5.549144641856421,0.355860772602789,17.84814939,123.37007093213873,6.343738925036793,0.961160974086306,17.56,4.0,0.0101699996739626,8.0,0.752,43.09670097,100.168828784783,0.03253626174058933
423,Denmark,DNK,2017,20,0.2,5.15000021457673,91.6600036621094,2.5,107.11,0.0,0.0,81.1024390243903,10.6,2.61,10.03963375,84.02401733,11.3,19.6594928993276,0.0,0.0,94.3701324462891,7.81608009338379,50.2684360856951,1.26952004432678,47.2764683269184,1.0,1.0,94.8403479042856,96.7346719357738,100.0,0.429367925992104,5.82999992370605,7.57999992370605,43.5099983215332,12.6554500330229,0.0,57610.0981801136,1.81567989309603,0.08049506063573815,1.14713216957606,20.7432378422377,3.046,6.18701192371873,28.7,0.0,87.757,56.9144561104444,0.0459886649551365,0.0,0.0,0.0,0.341122681948203,17.8489925277439,163.41253568962946,6.504445809005409,1.30480035996571,18.1020211937511,3.3,0.202209994196892,8.0,0.0,43.81979996,102.979389908635,0.017573725732826184
424,Denmark,DNK,2018,20,0.3,4.91999998688697,91.8600006103516,2.5,78.21,0.0,0.0,80.9536585365854,10.6,2.43,10.0707159,83.88056183,11.4,19.8129526369902,93.8091125488281,501.1344135545453,0.0,0.0,50.2742027259115,1.27293002605438,47.1640303748032,1.0,1.0,0.0,0.0,100.0,0.526864243578855,5.13000011444092,7.67999982833862,42.5800018310547,12.788339907325,0.0,61598.5367043936,2.12938470250492,0.06957491274394009,0.813609467455633,21.0622089719338,3.06408,6.321246277812413,28.2,0.0010000000474974,87.874,0.0,0.0459886649551365,0.0,0.0,0.0,0.315838872673828,17.8489925277439,142.52483241957208,6.291903737135021,1.03723876031743,18.1020211937511,3.2,0.603749990463257,8.0,0.0,44.0863778,106.709145333848,-0.004590626383235613
425,Denmark,DNK,2019,20,0.0,4.93999993801117,91.6600036621094,0.0,0.0,0.0,0.0,81.2024390243903,10.5,2.6,0.0,0.0,10.7,19.965259128921,0.0,0.0,0.0,0.0,50.2818233999096,0.0,47.0784786818629,1.0,1.0,0.0,0.0,100.0,0.379432709294722,5.01999998092651,7.71999979019165,44.2999992370605,14.6096441787854,0.0,60213.0921454746,0.0,0.08836571808735004,0.758131572511619,21.1196289349155,0.0,6.455155817723585,0.0,0.0,87.994,0.0,0.0441380869272793,0.0,0.0,0.0,0.321686967345732,0.0,0.0,0.0,1.32810461688818,0.0,3.7,0.0,8.0,0.0,43.94598914,109.29243155125,0.02206616184446318
426,Denmark,DNK,2020,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.65999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420711974110026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Estonia,EST,2000,20,0.0,5.32999986410141,91.7099990844727,0.0,73.83,12.649999999999999,26.4,70.4170731707317,9.4,7.04,5.15698433,76.06137085,29.1,15.0177398235452,89.3576507568359,0.0,0.0,5.33242988586426,53.3590258385503,1.32880997657776,48.5524047584348,0.0,0.0,96.0965319412273,93.225313836727,100.0,0.100991024919059,13.3599996566772,0.0,25.3199996948242,11.6203259392827,0.0,4075.97063851071,0.0,-0.05251241305322978,4.0184895250876,24.8499702416302,0.60009,0.0,0.0,0.0,69.368,5.02580753807447,0.145317527512281,19.8371190229034,12.719397989241116,10.636251641928869,5.04136241709731,0.0,81.29793805946377,0.1610611423887873,3.87989916783365,0.0,17.7,1.01882994174957,0.0,0.0,0.0,126.32921527551,-0.056881081014404096
468,Estonia,EST,2001,20,0.0,5.20999985933304,92.5899963378906,3.6,61.54,12.25,26.2,70.2585365853659,9.1,6.6,4.77708292,78.25784302,30.3,15.4143404252262,0.0,0.0,85.5696182250977,5.22460985183716,53.3513108420472,1.37542998790741,48.6830443548688,0.0,0.0,96.092642759315,93.4493936485812,100.0,0.056629589040712,13.1300001144409,0.0,22.1900005340576,11.6262225102584,0.0,4509.17820203617,5.8433479531337,-0.051862580061712044,5.74827981651377,25.4997663831085,0.69946,0.004322408445986104,0.0,0.0,69.242,0.0,0.160197167583997,18.941265486778,12.924118895048322,11.216708990249368,5.07851873221381,0.0,76.33301275470693,0.3364274573792517,3.49139621953952,0.0,16.0,1.0898300409317,0.0,0.0,1.255559627,126.363884301646,-0.05470831833401893
469,Estonia,EST,2002,20,0.0,5.08000016212464,93.0999984741211,3.5,53.87,11.850000000000001,26.0,70.9048780487805,9.4,5.98,4.70043564,76.21243286,29.3,15.8203469652832,0.0,0.0,85.0418014526367,5.43131017684937,53.3839768517079,1.4097900390625,48.7508190661805,0.0,0.0,96.0873439429466,93.6756273685723,100.0,0.047179347675892,10.0299997329712,0.0,17.9699993133545,10.4113259588206,0.0,5344.8779350231,7.51082597485768,-0.10570983397318584,3.57191270164023,25.4747527192514,0.71649,0.004349874941095444,0.0,0.0,69.116,0.0,0.1364957828058,19.4157820425116,16.64215724797912,10.793504186754632,4.29879259850561,0.0,74.39881103418277,0.18631964331025483,3.55136062860707,0.0,16.7,1.14743995666504,0.0,0.0,3.362907635,123.243253325716,-0.0206956537900879
470,Estonia,EST,2003,20,12.1,5.97999995946884,91.4400024414063,3.4,53.1,11.4,25.8,71.3170731707317,9.5,5.73,4.85959911,76.02256775,26.3,16.2079205540935,0.0,0.0,89.7880172729492,5.27117013931274,53.440153135252,1.41032004356384,48.3560469587053,0.0,0.0,96.0424648752254,93.9038872617764,100.0,0.0830091956796971,11.289999961853,12.1199998855591,20.8799991607666,10.0797734239832,0.0,7206.16656248758,7.38579694943407,-0.12919175953054923,1.33499116549964,26.1030552829422,0.76777,0.004377261585152329,37.2,0.0,68.989,0.0,0.132413655731744,19.8299964941448,14.189431379129216,12.493353857826543,3.86391982829455,0.0,58.786623088595775,0.2713902182794444,3.45892346902906,0.0,13.6,0.55715000629425,0.0,0.0,6.577274969,122.731835518972,-0.07728325988220204
471,Estonia,EST,2004,20,8.2,6.37999999523163,90.3099975585938,2.9,53.16,10.95,25.6,71.909756097561,10.3,5.64,5.119555,73.93648529,26.5,16.5285849959481,0.0,0.0,90.4997634887695,4.87734985351563,53.4953101050918,1.41412997245789,49.141679309628,0.0,1.0,96.0741232126455,94.134330578806,100.0,0.0923755180894445,10.25,15.1400003433228,16.1800003051758,9.97810280174593,0.0,8912.99219516932,7.75918407110667,-0.11987123966496728,3.04811107523412,25.4348911237858,0.85193,0.004403508128142087,33.6,0.0,68.862,0.0,0.1227771815323,19.9871455146011,14.696288150893546,12.683990312282118,3.32181195175952,0.0,65.22843198414738,0.18494734138196764,3.61995000122747,0.0,13.9,1.2739200592041,0.0,0.0,10.17017891,129.994415030728,-0.057520823591653905
472,Estonia,EST,2005,20,5.5,5.43000012636184,92.0,2.5,66.4,10.600000000000001,25.4,72.5682926829268,10.6,5.38,5.05801439,74.01464844,22.6,16.7550868662072,0.0,0.0,0.0,4.81315994262695,53.528860694132,1.40622997283936,49.6493761492671,0.0,1.0,96.1065012650744,94.3669592691451,100.0,0.12850089852857,8.02999973297119,10.9399995803833,14.6099996566772,12.305836010406,0.0,10406.396692326,11.1100446908084,-0.08639887048443293,4.07971423199846,26.2760857353757,0.92364,0.0,33.4,0.0,68.735,5.82142832079895,0.104334333689741,18.8612379096015,14.80215009872488,12.367015187023675,2.89263011816816,0.0,73.91338045062832,0.4096621210164049,3.28928844126352,0.0,14.7,1.41067004203796,0.0,0.0,13.21877065,136.020429297883,-0.156914893807924
473,Estonia,EST,2006,20,3.1,5.55999997258187,91.7699966430664,2.5,54.38,10.15,25.1,72.6914634146341,11.0,5.55,4.76530361,74.75247192,20.9,16.9948338586429,0.0,507.409568588528,0.0,0.0,53.5366425739955,1.40804994106293,49.139888990954,0.0,1.0,96.1395639787718,94.6016636227666,100.0,0.144242518667086,5.92000007629395,8.90999984741211,14.6599998474121,12.7956219978722,0.0,12631.5680518102,8.96792415630654,-0.14983616592689145,4.43762042389211,26.9642569806679,1.11666,0.0,33.7,0.0,68.607,0.0,0.104744843483989,17.1630792135775,14.573983115658484,12.009962058493775,2.46175556108635,0.0,65.03292966342691,0.5219741463161099,3.14628743642759,0.0,19.3,1.44484996795654,0.0,0.0,18.2901117,136.727944543728,-0.018341922620334863
474,Estonia,EST,2007,20,2.3,5.85999986529351,90.8499984741211,2.5,76.51,9.75,24.8,72.8146341463415,11.8,5.48,4.98330879,75.04586792,21.4,17.1579771121836,0.0,0.0,0.0,4.62063980102539,53.5229246556745,1.39677000045776,48.528612716763,0.0,1.0,96.1733481881741,94.8385804967216,100.0,0.288746832417335,4.59000015258789,9.39000034332275,14.5699996948242,12.8145066153065,0.0,16741.9392266596,6.17169080666709,-0.14805118425777483,6.60132603055634,26.8866644229988,1.06884,0.004475340871796402,31.2,0.0,68.479,0.0,0.0979395472868153,18.5652519784108,17.531182832592414,13.692306889041381,2.27829351902088,0.0,74.7501268013247,0.575827192171137,3.92616068194983,0.0,17.0,0.088469997048378,0.0,0.0,19.70912656,134.008771282043,-0.028767650567792298
475,Estonia,EST,2008,20,2.2,4.54000017046929,92.0699996948242,2.5,68.53,9.399999999999999,24.5,73.7707317073171,12.0,5.63,5.71032381,76.23106384,19.4,17.2712979069051,0.0,0.0,0.0,5.47737979888916,53.4942655852282,1.41558003425598,48.6229908017878,0.0,1.0,96.2078539175753,95.0777174565946,100.0,0.581080230450139,5.46000003814697,9.09000015258789,15.2200002670288,8.96696463109971,0.0,18227.1195304476,-3.40777606751676,-0.08848201057232492,10.3623580313683,26.1874089674862,1.25952,0.011966284992034943,31.9,0.0,68.351,0.0,0.0948963264114851,20.1889954781843,16.357845993912154,12.72804897202133,1.97368249097357,0.0,77.3268815113418,0.6080368561577755,3.39730306354873,0.0,12.4,0.438199996948242,0.0,0.0,21.98835437,136.522920690268,-0.028206346817774036
476,Estonia,EST,2009,20,2.9,4.54000018537044,91.6100006103516,2.5,73.17,9.05,24.3,74.8243902439024,11.8,5.37,6.51218891,77.17990112,23.3,17.3820010702511,0.0,516.4215577594578,0.0,5.92651987075806,53.4611642492553,1.42255997657776,48.8410485737208,0.0,1.0,96.2430806230049,95.3190802493991,100.0,0.481872123398202,13.5500001907349,14.4700002670288,27.9200000762939,6.09258521120481,0.0,14794.9711049549,-12.4267338601064,0.026625847061711373,-0.0784083112810205,23.3429434151636,1.39541,0.011989374416923002,31.4,0.0,68.223,0.0,0.0970550141240507,24.088768704071,14.099211428871163,10.724720966043842,2.06319306597639,0.0,74.3023507135551,0.48976592663697144,2.45726600220056,0.0,8.8,0.849259972572327,0.0,0.0,23.4725533,116.10783453284,-0.02549181673195452
477,Estonia,EST,2010,20,3.9,5.05000019073486,91.4700012207031,2.5,65.21,8.65,24.1,75.4292682926829,11.9,5.27,6.27224827,74.20081329,18.8,17.5240466000701,0.0,0.0,0.0,5.47338008880615,53.4303278350097,1.39875996112823,49.3544373568117,0.0,1.0,96.2789924165155,95.3756766293297,100.0,0.898156599589814,16.7099990844727,14.0299997329712,25.2999992370605,6.64047535453646,0.0,14790.8209234701,0.577722691946263,0.01728674945222105,2.97204512015696,24.2048608608706,1.58162,0.02328244991456843,32.0,0.0,68.094,6.47601161388065,0.0808195332030519,25.1298919417513,17.09917640211044,13.354575189169907,2.72252582969922,0.0,72.32883761429994,0.4303798254021623,3.14555147835893,0.0,6.8,0.570519983768463,0.0,0.0,26.11536212,142.521910642035,-0.06859246193854504
478,Estonia,EST,2011,20,3.4,4.7700002193451,91.2799987792969,2.5,72.45,8.3,24.1,76.2292682926829,11.1,5.36,5.76757813,74.99227142,18.2,17.7361153686538,0.0,0.0,0.0,4.96992015838623,53.4048705243123,1.36777997016907,49.2773599939513,0.0,1.0,96.3156247272751,95.1006134943613,100.0,1.38928042155121,12.3299999237061,11.5699996948242,21.7700004577637,11.645857622207,0.0,17621.5479628944,8.03588526401964,0.013005978716330758,4.9819013145361,25.4937653103795,2.30655,0.02561322968513054,32.5,0.0,67.965,6.16984936199787,0.0727283451166456,24.9835417865552,18.3653230434325,13.632750732802034,2.42816503312854,0.0,61.74923574642601,0.29254828006250455,3.64715971288693,0.0,8.1,0.0248199999332428,0.0,0.0,26.28181326,165.904128052716,-0.10646578505838986
479,Estonia,EST,2012,20,3.5,5.06999999284744,91.1399993896484,2.5,82.13,7.95,24.1,76.3268292682927,10.6,5.53,5.79034519,76.13853455,21.1,17.9847622243434,0.0,522.7209333333334,0.0,4.68269014358521,53.3812538591239,1.35157001018524,49.0239844340015,0.0,1.0,96.357783012484,94.8269557959477,100.0,0.957873139626115,10.0200004577637,12.1999998092651,24.9400005340576,11.978902396625,0.0,17534.421349913,4.49105420926877,-0.018616534804481385,3.93339987296979,25.0787544021056,2.12265,0.03628951777279133,32.9,0.0,67.974,1.17870826630763,0.0653854419785898,24.9085588565359,17.610077607327838,12.963592541294448,2.39473673384514,0.0,51.65616168605636,0.43955527971197167,3.29084070085338,0.0,6.8,0.045729998499155,0.0,0.0,26.41458812,169.491766458068,-0.02181188992470882
480,Estonia,EST,2013,20,3.5,5.37000012397766,90.8600006103516,2.5,83.62,7.65,24.4,77.1414634146341,10.3,5.01,5.97791481,75.46357727,18.9,18.2605518163665,0.0,0.0,86.6139221191406,4.81267023086548,53.3503958855798,1.3313399553299,48.9701730626298,0.0,1.0,96.5110663672116,94.55417182277,100.0,0.655589197828567,8.63000011444092,11.3199996948242,26.7999992370605,11.2062084282752,0.0,19174.1003261509,3.44471775558112,0.0029840253711520327,2.78056658954996,25.1866981986185,1.72216,0.03945380755798382,35.1,0.0,68.122,0.263896000442954,0.0525106956940105,24.4752448868179,0.0,14.668033387025917,2.53285171031583,0.0,53.5010405467539,0.5563093005961417,3.06821821354806,0.0,7.1,1.24651002883911,7.0,0.0,27.36399047,165.380590070335,-0.009761982079715445
481,Estonia,EST,2014,20,3.0,5.69000001251698,90.8899993896484,2.5,95.87,7.3500000000000005,24.7,77.0341463414634,10.3,5.01,6.08077621,75.37684631,19.5,18.5443489478278,0.0,0.0,90.7264633178711,5.3670802116394,53.3016327160095,1.33756995201111,48.3683954372174,0.0,1.0,96.7829288801118,94.2807054557785,100.0,0.467686220738096,7.34999990463257,11.6599998474121,27.1000003814697,11.9990969953112,0.0,20367.103161316,2.78352604290559,0.006463674473686353,-0.106175146521716,24.6108992125368,1.42931,0.062378998056361705,34.6,0.0,68.269,0.258944001487604,0.0475964848701136,25.3260591405017,0.0,13.825051253475536,2.35068207574195,0.0,53.27354830949111,0.6621872781730088,3.14360908999459,0.0,6.1,2.02830004692078,7.0,0.0,28.18624043,159.195187906436,-0.02411894270930023
482,Estonia,EST,2015,20,1.8,5.78999991714954,90.5800018310547,2.5,122.83,7.0,25.3,77.590243902439,10.6,4.96,6.34629202,75.34111786,15.9,18.8220401801836,0.0,529.404648321457,91.6303787231445,5.10685014724731,53.2265667170976,1.33995997905731,48.711902839672,0.0,1.0,97.1145921417905,93.964795510394,100.0,0.226929897122058,6.19000005722046,10.8400001525879,28.25,10.2459333409405,0.0,17522.230186252,2.43576625088835,0.017496500893913032,-0.492326006547338,23.6900638358327,1.46604,0.12011491500349322,32.7,0.0,68.416,0.0,0.037959079144093,27.4768334658828,0.0,12.438852765721942,2.52335052822009,0.0,56.57161861309846,0.6071885068325097,2.83730102878832,0.0,6.4,2.45568990707397,7.0,0.0,29.671374,149.841573672489,0.006089091284346926
483,Estonia,EST,2016,20,1.4,5.69000001251698,90.4300003051758,2.5,81.3,6.75,26.0,77.6414634146342,10.7,4.76,6.42956781,75.4183197,15.7,19.0581157758012,0.0,0.0,92.9401702880859,5.17053985595703,53.1224672561559,1.33815002441406,48.3903957378318,0.0,1.0,97.3470909687921,93.6488719039139,100.0,0.165111032673718,6.76000022888184,9.14000034332275,25.7700004577637,10.2988466496632,0.0,18437.2528207173,3.10232421845207,0.012389473452104463,0.148684907627356,23.8462479153261,1.2468,0.23711990515203796,31.2,0.0,68.563,0.0,0.0333777489570259,0.0,0.0,12.608021036791587,2.51205679387833,18.62632888,58.460494740802105,0.6594768407014516,2.09591797875274,20.18,6.1,2.63126993179321,7.0,0.0,31.48308786,149.149697457829,-0.023113752243502615
484,Estonia,EST,2017,20,1.0,5.53999991714954,89.8000030517578,2.5,103.72,0.0,0.0,78.0926829268293,10.5,4.69,6.59183788,73.5071106,18.7,19.3131674485937,0.0,0.0,90.9467163085938,4.97338008880615,52.9955153483923,1.34669995307922,48.265184608345,0.0,1.0,97.3606356433258,93.3329932232526,100.0,0.212899254964935,5.76000022888184,9.43000030517578,26.0900001525879,12.8544206585285,0.0,20458.4607286705,5.19436088163199,0.023071301773711132,3.41723549488057,23.6159422926254,1.28867,0.3074274471224791,30.4,0.0,68.717,0.0,0.0307815869728166,0.0,0.0,0.0,2.46878960931556,18.6204423838105,63.528523906089646,0.6607496360477705,2.37427690157512,20.2184748207416,4.1,2.43253993988037,7.0,0.0,32.47356733,147.320392519864,-0.040277583982446775
485,Estonia,EST,2018,20,0.8,6.22000020742416,89.2900009155273,2.5,76.8,0.0,0.0,78.2439024390244,10.9,4.57,6.6878767,73.57420349,15.3,19.6263568469749,0.0,543.4872808575179,0.0,0.0,52.8584268202066,1.3402099609375,48.2766926326945,0.0,1.0,0.0,0.0,100.0,0.281694212582528,5.36999988555908,9.85000038146973,29.0,13.3523289536221,0.0,23170.7073775514,4.48132461192965,0.00914390736113526,3.43632688420445,23.6632482849039,1.42515,0.24130525720190288,30.3,0.0,68.88,0.0,0.0307815869728166,0.0,0.0,0.0,2.343290779221,18.6204423838105,66.87382916835921,0.7138255890550198,1.90197139952811,20.2184748207416,5.7,2.15716004371643,7.0,0.0,33.34842621,145.65648945196,-0.046558339167339806
486,Estonia,EST,2019,20,0.0,6.4400002360344,89.0100021362305,0.0,0.0,0.0,0.0,78.4975609756098,10.6,0.0,0.0,0.0,14.9,19.9918077800442,0.0,0.0,0.0,0.0,52.7306247732243,0.0,48.4596456133571,0.0,1.0,0.0,0.0,100.0,0.227121936399526,4.44999980926514,6.94000005722046,29.5599994659424,13.8397440342715,0.0,23717.7994512337,4.28201175205704,0.01957494668425566,2.27725931243518,22.0384487450319,0.0,0.2494539896811963,0.0,0.0,69.051,0.0,0.0311365737510871,0.0,0.0,0.0,2.48304900017395,0.0,0.0,0.0,2.4930042404439,0.0,4.5,0.0,7.0,0.0,32.53133562,141.806026645834,-0.03496826460558378
487,Estonia,EST,2020,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.46000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.444531097679859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Finland,FIN,2000,20,0.2,9.20999997854233,86.4800033569336,0.0,108.21,12.850000000000001,11.1,77.4658536585366,11.0,7.54,7.09253168,75.72886658,24.3,14.9939263146898,0.0,487.03221983563003,93.3267517089844,5.70930004119873,51.1834821942296,1.17426002025604,47.577411394221,1.0,1.0,99.0060236353088,92.4752750647243,100.0,0.0,11.1300001144409,0.0,46.4199981689453,14.4202174941797,0.0,24285.4668205162,5.99693306734758,0.0837433773698134,0.0,31.5899796250421,3.24569,2.563845470691002,27.2,0.0,82.183,0.0,0.0299567093236702,31.6654965969553,14.512064524442504,10.083842827830175,0.775737693643826,0.0,33.20151871765611,2.9751503465180793,2.95363597719177,0.0,8.1,0.264569997787476,0.0,0.311,0.674639752,74.8948271060231,0.1175767528067613
529,Finland,FIN,2001,20,0.0,9.0200001001358,87.0199966430664,2.5,100.28,12.5,11.0,77.9658536585366,10.8,7.46,7.25090408,76.21708679,24.1,15.2071819565782,0.0,0.0,92.2831268310547,5.84025001525879,51.1585576317548,1.17929005622864,47.6818904351813,1.0,1.0,99.0223436770595,93.0681287931308,100.0,0.0,10.289999961853,0.0,47.560001373291,14.9228318789909,0.0,24946.1891891404,3.01294037276425,0.09335433537376363,0.0,30.9462897917416,3.19795,2.4529646060684565,0.0,0.0,82.368,0.0,0.0278110911142262,29.2375172618639,15.47569306755117,10.900614262738223,0.848036627415746,0.0,31.9594726916381,3.033727010444086,2.76433332411428,0.0,8.9,0.0121799996122718,0.0,0.324,2.576686715,70.2768481898388,0.03648275179632127
530,Finland,FIN,2002,20,0.0,8.8600001335144,87.1399993896484,2.5,105.95,12.25,10.9,78.119512195122,10.7,7.35,7.62769508,76.82077026,22.0,15.4161246304211,0.0,0.0,91.6549072265625,6.01677989959717,51.133010368729,1.18806004524231,47.8557022253582,1.0,1.0,99.0355438593413,93.660981425107,100.0,0.0,10.4200000762939,0.0,44.9500007629395,13.7448907040007,0.0,26869.6749036293,1.82254348120698,0.0865317409219556,0.0,30.1099093517234,3.2574,2.4006854596336806,0.0,0.0,82.503,0.0,0.0263804292420724,29.5105590872679,16.142730143725778,11.796510708960778,0.881994371447768,0.0,30.297285042989287,2.9096653884803247,2.67230580660803,0.0,8.5,0.368869990110397,0.0,0.352,5.246130811,69.2994625755964,-0.005416856136150017
531,Finland,FIN,2003,20,0.2,8.64999976754188,87.2399978637695,2.5,98.86,11.95,10.8,78.3682926829268,10.9,7.24,7.93805122,77.31451416,21.7,15.622182348774,0.0,493.6637129456467,91.2864303588867,6.16743993759155,51.1068840004393,1.16884005069733,47.7627276830803,1.0,1.0,99.0455357035755,94.2538340491957,100.0,0.0,10.4700002670288,10.960000038147,48.6599998474121,10.8462404247982,0.0,32855.1326287803,0.819343781833282,0.049857493935562644,0.0,29.5290249029648,3.30214,2.0784521200211623,27.7,0.0,82.638,0.0,0.0266405767991265,28.3438029391625,18.226121395415397,13.173167960032334,0.846444181550098,0.0,25.83246467398706,2.4089710865921328,2.53576629829521,0.0,7.9,1.0407999753952,0.0,0.348,9.395279556,68.0558026741527,-0.03361056230516837
