date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2021-07-06,2021,"In-kind assistance with donations of WASH kit, food items and PPEs through a Humanitarian Air Bridge organised by ECHO to support the humanitarian response to the Cabo Delgado crisis.",1435561,"Portugal, Government of",Government,PRT,2021,2021,,,,NGOs (details not yet provided),NGO,"Food Security,Water Sanitation Hygiene",MOZ,,,,2021,2021,in kind,Standard,Traditional aid,outgoing,single,commitment,2021-07-06,2021-07-06,,1203000,EUR,0.838,234898,,2021-07-07,2021-07-07
2021-02-03,2021,UN COVID-19 Response and Recovery Fund,121359,"Portugal, Government of",Government,PRT,2021,2021,,,,United Nations,UN agency,,,,,Coronavirus disease Outbreak - COVID -19,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-02-03,2021-02-03,,100000,EUR,0.824,227600,,2021-02-04,2021-02-04
2020-12-31,,Central Emergency Response Fund for 2021,12263,"Portugal, Government of",Government,PRT,2021,2021,,,,Central Emergency Response Fund,Pooled fund,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-01-11,2020-12-31,,10056,EUR,0.82,226831,,2021-01-15,2021-01-15
2020-12-29,,Central Emergency Response Fund for 2021,48500,"Portugal, Government of",Government,PRT,2021,2021,,,,Central Emergency Response Fund,Pooled fund,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-01-11,2020-12-29,,39770,EUR,0.82,226832,,2021-01-15,2021-01-15
