date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2021-05-31,,"Nigeria, Humanitarian Fund (NHF). OCT 9518 [OCT 9518]",1210654,"Ireland, Government of",Government,IRL,2021,2021,Nigeria Humanitarian Response Plan 2021,HNGA21,1032,Nigeria Humanitarian Fund,Pooled fund,Coordination and support services,NGA,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-05-27,2021-05-25,,1000000,EUR,0.826,232214,OCT 9518,2021-06-03,2021-06-14
2021-05-19,2021,To save lives and alleviate suffering,181598,"Ireland, Government of",Government,IRL,2021,2021,Myanmar Humanitarian Response Plan 2021,HMMR21,1046,Trocaire,NGO,"Food Security,Protection,Protection - Child Protection,Protection - Gender-Based Violence,Protection - Mine Action,Water Sanitation Hygiene",MMR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-19,2021-05-19,,150000,EUR,0.826,231936,Troc erf 2021,2021-06-29,2021-07-02
2021-05-17,,Ireland Contribution to Sudan Humanitarian Fund 2021,3638391,"Ireland, Government of",Government,IRL,2021,2021,Sudan Humanitarian Response Plan 2021,HSDN21,1014,Sudan Humanitarian Fund,Pooled fund,,SDN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-06-08,2021-04-29,,3005311,EUR,0.826,232797,CHF/00134/HSD20/4-2021/7670,2021-06-08,2021-06-08
2021-05-17,,IRELAND TO CAR CHF APR21,3638391,"Ireland, Government of",Government,IRL,2021,2021,Central African Republic Humanitarian Response Plan 2021,HCAF21,1025,Central African Republic Humanitarian Fund,Pooled fund,,CAF,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-07-06,2021-05-17,,3005311,EUR,0.826,234852,MPTF 7672,2021-07-06,2021-07-06
2021-05-05,2020,IRELAND TO AFGHAN CHF APR21,605741,"Ireland, Government of",Government,IRL,2021,2021,Afghanistan Humanitarian Response Plan 2021,HAFG21,1031,Afghanistan Humanitarian Fund,Pooled fund,,AFG,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-07-06,2021-05-05,,500342,EUR,0.826,234842,MPTF 7667,2021-07-06,2021-07-06
2021-05-03,,"IRELAND TO DRC POOLED APR21
* 7664",2930832,"Ireland, Government of",Government,IRL,2021,2021,Democratic Republic of Congo Humanitarian Response Plan 2021,HCOD21,1026,Democratic Republic of the Congo Humanitarian Fund,Pooled fund,,COD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-07-05,2021-05-03,,2500000,EUR,0.853,234757,7664,2021-07-05,2021-07-05
2021-04-30,,Syria Cross-border Humanitarian Fund (SCHF) . OCT 8708 [OCT 8708],2930832,"Ireland, Government of",Government,IRL,2021,2021,Syria Humanitarian Response Plan 2021,HSYR21,1044,Syria Cross-border Humanitarian Fund,Pooled fund,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-04-24,2021-04-22,,2500000,EUR,0.853,230783,OCT 8708,2021-05-06,2021-05-06
2021-04-30,,Central Emergency Response Fund for 2021,12081979,"Ireland, Government of",Government,IRL,2021,2021,,,,Central Emergency Response Fund,Pooled fund,,,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-05-04,2021-04-30,,10000000,EUR,0.8277,231252,,2021-05-04,2021-05-04
2021-04-14,,Ethiopia Humanitarian Fund (EHF). OCT 9521 [OCT 9521],3584229,"Ireland, Government of",Government,IRL,2021,2021,Ethiopia Humanitarian Response Plan 2021,HETH21,1041,Ethiopia Humanitarian Fund,Pooled fund,,ETH,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-04-01,2021-03-30,,3000000,EUR,0.837,229411,OCT 9521,2021-04-16,2021-06-22
2021-04-13,2021,To save lives and alleviate suffering,175850,"Ireland, Government of",Government,IRL,2021,2021,Somalia Humanitarian Response Plan 2021,HSOM21,1011,Trocaire,NGO,Water Sanitation Hygiene,SOM,"Improving access to emergency life-saving  and  sustainable WASH services to vulnerable IDPs and host communities in Gedo, Somalia",HSOM21-WSH-171628-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-13,2021-04-13,,150000,EUR,0.853,229934,Troc erf 2021,2021-04-14,2021-04-16
2021-04-13,2021,To save lives and alleviate suffering,117233,"Ireland, Government of",Government,IRL,2021,2021,,,,Concern Worldwide,NGO,"Emergency Shelter and NFI,Food Security,Protection",SLE,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-13,2021-04-13,,100000,EUR,0.853,229935,Con erf 2021,2021-04-14,2021-04-16
2021-04-13,2021,To save lives and alleviate suffering,175850,"Ireland, Government of",Government,IRL,2021,2021,,,,Trocaire,NGO,"Food Security,Protection,Water Sanitation Hygiene",SSD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-13,2021-04-13,,150000,EUR,0.853,229936,Troc erf 2021,2021-04-14,2021-04-16
2021-04-09,2021,To save lives and alleviate suffering,266373,"Ireland, Government of",Government,IRL,2021,2021,Sudan Humanitarian Response Plan 2021,HSDN21,1014,World Vision International,NGO,Protection,SDN,"Integrated Protection and GBV Assistance for Returnees , IDPs and host community in South Darfur , Blue Nile , East Farfur  and South Kordofan ",HSDN21-PRO-172775-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-09,2021-04-09,,227216,EUR,0.853,229675,WV HPP 2021,2021-04-10,2021-04-16
2021-04-09,2021,To save lives and alleviate suffering,759580,"Ireland, Government of",Government,IRL,2021,2021,,,,World Vision Ireland,NGO,"Education,Protection",SOM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-09,2021-04-09,,647922,EUR,0.853,229676,WV HPP 2021,2021-04-10,2021-04-16
2021-04-09,2021,To save lives and alleviate suffering,420370,"Ireland, Government of",Government,IRL,2021,2021,,,,World Vision Ireland,NGO,,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-09,2021-04-09,,358576,EUR,0.853,229677,WV HPP 2021,2021-04-10,2021-04-16
2021-04-09,2021,To save lives and alleviate suffering,117233,"Ireland, Government of",Government,IRL,2021,2021,Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2021,RBGD21,1023,Concern Worldwide,NGO,Nutrition,BGD,"Integrated Emergency Humanitarian Response to the Rohingya and Host Community Population in Cox’s Bazar. Delivering Health, Nutrition and Livelihood, and Protection services for Rohingya Refugees and vulnerable host communities in Cox’s Bazar, Bangladesh. ",RBGD21-NUT-173327-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-09,2021-04-09,,100000,EUR,0.853,229680,Con erf 2021,2021-04-10,2021-06-29
2021-04-09,2021,To save lives and alleviate suffering,634719,"Ireland, Government of",Government,IRL,2021,2021,South Sudan Humanitarian Response Plan 2021,HSSD21,1013,World Vision South Sudan,NGO,Protection,SSD,"Emergency Child Protection, GBV & Mine Action: Prevention, Mitigation & Response in Conflict-Affected & High Risk Areas of South Sudan in 2021",HSSD21-PRO-176194-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-04-09,2021-04-09,,541415,EUR,0.853,229732,WV HPP 2021,2021-04-10,2021-04-16
