date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2021-02-17,,Food Security Yemen,48544,"Slovenia, Government of",Government,SVN,2021,2021,Yemen Humanitarian Response Plan 2021,HYEM21,1024,World Food Programme,UN agency,Food Security,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-04-15,2021-02-17,,,,,230121,10040612	No	DONOR'S EMAIL 17.02.2021	SVN-C-00039-01	YE01		17/02/2021,2021-04-16,2021-04-16
2021-02-05,,To support humanitarian needs in Yemen Cross-Sectoral,48544,"Slovenia, Government of",Government,SVN,2021,2021,Yemen Humanitarian Response Plan 2021,HYEM21,1024,United Nations Children's Fund,UN agency,,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-03-05,2021-01-05,,,,,231920,SM210032,2021-05-19,2021-05-19
